id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
3120,Female,True,True,False,32,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),85.95,2628.6,True,2024-10-15
3121,Female,False,True,False,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),24.95,1718.35,False,2024-08-26
3122,Female,True,False,False,16,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Electronic check,59.4,1023.9,True,2024-08-21
3123,Male,True,True,True,68,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.5,1193.55,False,2025-03-19
3124,Male,False,False,False,16,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),69.95,1205.5,False,2024-12-01
3125,Male,False,True,True,68,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),82.85,5776.45,False,2025-02-12
3126,Male,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.0,78.9,False,2024-08-06
3127,Female,False,True,True,26,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,False,Credit card (automatic),38.85,1025.15,False,2025-04-12
3128,Female,False,False,False,29,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,30.6,856.35,True,2024-08-14
3129,Male,False,False,True,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.35,122.0,False,2024-05-08
3130,Male,False,True,False,70,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,True,Bank transfer (automatic),95.0,6602.9,False,2024-05-19
3131,Male,False,True,False,24,True,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,False,Bank transfer (automatic),74.4,1712.9,False,2024-09-29
3132,Female,True,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Bank transfer (automatic),78.45,5682.25,False,2025-02-04
3133,Male,False,False,False,1,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,74.3,74.3,False,2025-04-26
3134,Male,False,True,False,70,False,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,True,Bank transfer (automatic),51.05,3635.15,False,2024-10-14
3135,Female,False,True,True,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.2,702.9,False,2024-06-25
3136,Female,True,False,False,38,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,99.55,3734.25,True,2024-07-12
3137,Female,False,False,False,17,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.0,1144.5,True,2024-11-14
3138,Female,False,True,True,41,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),109.1,4454.25,False,2024-05-27
3139,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.3,45.3,True,2024-07-02
3140,Male,False,False,False,2,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),29.85,75.6,True,2024-12-30
3141,Male,False,False,False,14,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,76.45,1117.55,False,2024-09-05
3142,Male,True,False,False,2,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,True,Credit card (automatic),95.1,180.25,True,2024-10-29
3143,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.8,19.8,True,2024-12-16
3144,Male,False,True,True,13,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,72.8,930.05,False,2025-01-22
3145,Male,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.95,110.15,False,2024-11-04
3146,Female,False,False,False,4,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),76.65,333.6,True,2025-03-12
3147,Female,False,True,True,5,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,99.15,465.05,True,2025-01-26
3148,Female,False,True,False,15,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,101.75,1669.4,False,2024-09-09
3149,Female,False,False,False,47,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Credit card (automatic),75.45,3545.1,False,2025-02-15
3150,Female,False,False,False,8,True,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,False,Mailed check,64.1,504.05,False,2025-03-05
3151,Male,False,False,False,17,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,25.65,440.2,False,2024-07-06
3152,Male,False,True,True,15,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,75.1,1151.55,False,2024-08-19
3153,Female,False,False,False,26,True,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,True,Bank transfer (automatic),95.85,2475.35,False,2024-11-14
3154,Female,False,False,False,23,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,54.4,1249.25,False,2025-03-16
3155,Female,True,False,False,4,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,72.75,317.75,False,2025-02-04
3156,Male,False,False,True,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.85,535.05,False,2025-02-03
3157,Female,False,False,False,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.05,461.3,False,2025-03-26
3158,Male,False,False,False,9,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.95,431.0,True,2025-04-06
3159,Male,False,True,False,18,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,49.55,878.35,True,2024-10-23
3160,Male,True,False,False,3,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.85,335.75,False,2024-05-22
3161,Female,False,True,True,69,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),46.25,3121.4,False,2025-03-24
3162,Male,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.35,324.8,False,2025-02-23
3163,Male,False,False,False,19,True,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,69.6,1394.55,False,2024-12-12
3164,Male,True,False,False,39,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,90.7,3413.25,False,2025-04-04
3165,Male,False,False,False,31,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.4,3143.65,False,2025-04-20
3166,Male,False,True,True,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.25,439.75,False,2024-08-02
3167,Male,False,True,False,14,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),48.8,664.4,False,2024-09-17
3168,Female,False,True,False,64,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Mailed check,74.35,4759.55,False,2024-08-05
3169,Female,False,False,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.35,1033.0,False,2024-09-18
3170,Male,False,True,True,52,True,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,True,Electronic check,68.75,3482.85,False,2025-04-22
3171,Male,False,False,False,28,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Electronic check,100.2,2688.45,False,2025-04-30
3172,Female,False,False,False,21,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.85,435.25,False,2024-12-04
3173,Male,False,False,True,25,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.9,2448.75,True,2024-05-24
3174,Female,False,True,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.35,307.0,False,2025-04-18
3175,Male,False,True,False,58,False,No phone service,DSL,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),45.0,2689.35,False,2024-12-11
3176,Male,True,True,False,17,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer (automatic),81.5,1329.2,True,2024-06-02
3177,Female,False,True,False,51,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.5,1281.25,False,2024-06-10
3178,Male,False,True,True,72,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Mailed check,48.9,3527.0,False,2024-10-27
3179,Male,False,True,False,52,True,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,84.1,4348.65,True,2025-03-31
3180,Female,False,False,False,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.6,561.15,False,2024-10-21
3181,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,63.6,False,2024-11-12
3182,Female,False,True,False,64,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Mailed check,81.3,5129.3,False,2025-02-15
3183,Female,False,True,False,45,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),95.2,4285.8,False,2024-09-13
3184,Male,True,True,False,3,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,36.45,93.7,True,2025-04-17
3185,Female,False,True,False,71,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),83.3,5894.5,False,2024-06-12
3186,Female,True,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.05,25.05,True,2025-03-18
3187,Female,False,True,True,58,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.3,1160.75,False,2024-06-21
3188,Male,False,True,True,34,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.85,3091.75,False,2024-07-18
3189,Female,False,False,False,8,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,49.85,365.55,True,2024-11-10
3190,Female,False,True,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.8,272.95,False,2025-03-30
3191,Male,False,True,True,66,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),54.65,3632.0,False,2025-03-29
3192,Male,True,False,False,12,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),29.35,381.2,False,2025-03-26
3193,Male,False,False,False,58,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.15,1035.5,False,2024-10-04
3194,Female,False,True,True,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.1,52.0,False,2024-08-03
3195,Female,True,True,False,43,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),55.55,2342.2,True,2024-07-22
3196,Female,False,False,False,9,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,False,Electronic check,80.55,653.9,False,2024-12-02
3197,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.25,71.2,False,2025-02-19
3198,Female,False,True,True,22,True,No,DSL,No,Yes,No,No,Yes,Yes,One year,True,Bank transfer (automatic),69.5,1498.2,True,2025-02-10
3199,Male,False,True,False,40,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),106.0,4178.65,False,2025-03-11
3200,Female,False,False,False,68,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.5,1821.8,False,2024-07-20
3201,Male,False,True,False,54,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.3,5278.15,True,2025-04-29
3202,Female,False,False,False,50,True,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,79.6,4024.2,False,2025-03-15
3203,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.25,55.25,False,2025-04-14
3204,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),88.05,6520.8,False,2025-01-12
3205,Male,False,False,True,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.4,854.9,False,2024-05-25
3206,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),117.6,8308.9,False,2024-08-17
3207,Female,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,109.2,False,2025-04-13
3208,Female,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.65,92.05,False,2024-09-17
3209,Male,False,True,False,48,True,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),70.55,3420.5,False,2024-12-14
3210,Female,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.85,93.85,True,2025-04-14
3211,Female,False,True,True,64,True,No,DSL,Yes,No,No,Yes,Yes,No,One year,False,Mailed check,65.8,4068.0,False,2024-11-02
3212,Female,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.05,337.9,False,2025-02-05
3213,Male,False,True,False,40,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,80.0,3168.75,False,2025-04-13
3214,Female,False,True,True,41,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,False,Credit card (automatic),35.4,1412.4,False,2024-08-08
3215,Male,True,False,False,51,True,Yes,Fiber optic,No,Yes,No,No,No,No,One year,True,Bank transfer (automatic),79.6,3974.7,False,2024-08-26
3216,Male,False,True,False,41,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,80.25,3439.0,False,2024-09-09
3217,Female,False,True,True,1,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,50.45,50.45,True,2024-05-07
3218,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.45,42.45,False,2025-03-26
3219,Male,False,False,False,68,True,No,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Credit card (automatic),79.6,5461.45,False,2025-01-31
3220,Female,False,True,True,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.7,571.75,False,2024-11-22
